-3.147288096737026564e+01,3.932958576629732139e+00,9.152729287327420593e+01,-9.700548813556666872e+00,-5.936878592273651378e+01
1.625594580213695295e+01,-2.564476193594451914e+01,-1.289383142484526878e+01,-3.061186366650665747e+01,-6.916113234002691001e+01
-4.542405507519481134e+00,1.047205261855473024e+00,2.357006863122743923e+01,3.192196838008121063e+01,-4.044628891934682002e+01
9.514407192205379715e+01,-8.492298690493093716e+01,1.010227675456345686e+01,7.541227440936378912e+01,1.397631227940497389e+01
4.324879434411488432e+01,3.239053359078093308e+01,-6.847348488884803430e+01,-2.298851729741003069e+01,-4.120049457042224361e+01
4.513779612760532700e+01,-2.496865401528371819e+01,-2.029133335927042125e+01,-1.686000954648193684e+01,-4.892664632982264550e+01
-2.378981370096328618e+01,2.096543492263448627e+01,8.479772889466519814e+01,-1.112719457936064948e+01,-4.584575997053270413e+01
3.472148708637948999e+01,-3.811018588125895690e+01,-2.896846168735473270e+01,-7.693243083578956032e+01,7.237183036504650602e+01
6.321303308007637156e+01,-6.142699838575135374e+01,-1.896692191807301953e+01,2.195624631651907421e+01,-5.657191778177857344e+01
-9.429683719732329905e+01,6.395200291393702230e+01,2.489758228371801962e+01,1.423958391717652603e+02,1.062076214601739252e+02
-1.262075326393910579e+01,-8.609125605522445213e+00,-1.342801287233619512e+01,-1.201922862841735551e+01,-1.107078317578112916e+02
-1.280420724269848733e+02,-7.173294529847129297e+01,-3.569725780300361606e+01,-1.399727765974020599e+00,-3.187905171952948180e+01
5.719169017414656508e+01,-3.382190781019561143e+01,-4.032429845056397255e+01,-9.492689157965085656e+01,9.490112458098506920e+01
-1.483072085542845642e+01,6.200352085049485851e+01,-2.396384035788148381e+01,3.323480308775803849e+01,-3.493754447304048227e+01
-1.065291193572401625e+02,4.219153840225214935e+01,1.494714627807888885e+00,1.265471033330582600e+02,4.415752522992512041e+01
-1.192560043261943008e+02,8.038778384947543998e+01,9.387020679603056195e+00,1.795012172752676349e+02,7.439027345954194459e+01
8.882479663014485993e+00,6.814192940178787694e+01,-3.851683792436826081e+01,2.155320889587975941e+01,-3.841552772632238799e+01
7.997786162285865430e+01,-5.326015331640271455e+01,-1.089915219025033544e+01,4.489736244340416249e+01,-1.630009645350914127e+01
-2.001660792706826442e+01,4.318116148215800365e+01,1.203854517644718385e+02,-5.262976345612581497e+01,4.838111201403507522e+01
1.383055356322626608e+02,-5.007001304281818221e+01,-2.527789804914410965e+01,3.114123682373516999e+01,4.682818059959228663e+01
5.443694804490065486e+00,6.624070338022610827e+01,-3.450601426883764589e+01,1.158388611046884797e+01,-1.969081487479789416e+01
